출처,회사명,직무,이메일,URL
사람인,휴머레인컨설팅,긴급) 글로벌 이커머스MD - 글로벌 뷰티사 (급성장중) - 최우대,jamie@humarain.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234769&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
사람인,커리어셀파,헬스뷰티 일본사업팀 온라인 MD,lge@saraminhs.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200099&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
사람인,(주)메타써치,[화장품/건기식M] 해외 온라인 AMD,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54204214&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,커리어셀파,고성장 헬스뷰티 일본사업팀 팀장급,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200170&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)백그라운드,유아 용품 코스닥 상장 중견기업 - 해외 B2B 영업(온라인),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234728&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)코어피플,[중견기업] 국내 화장품 브랜드 일본 온라인 MD 경력 3년이상,ckh@corepeople.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234920&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)백그라운드,유아 용품 코스닥 상장 중견기업 - 해외 B2C 영업(온라인),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234708&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)메타써치,[ 일본MD ],help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259880&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)더파운더즈,온라인 경험(웹) 디자인,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54147919&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)사람인에이치에스,[가산/일본어必/외국인가능] 글로벌 이커머스 담당자 채용,syh@saraminhs.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54245547&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)마르시끄,"[뷰티브랜드/마르시끄] 일본 매니저 (채널운영, 마케팅)",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54256449&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)한터글로벌,(주)한터글로벌 후즈팬스토어 K-POP 앨범&MD 해외영업 및 수출,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54132162&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,모아씨앤씨(주),[모아씨앤씨] 강남 일본 전략마케팅 파트원 채용(비자지원가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54112239&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)케이타운포유,[Ktown4u] 글로벌 오픈마켓 운영 담당자 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143566&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)베스트이노베이션,[경력] 일본사업본부 그로스팀 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53760549&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)디엔코스메틱스,[이지듀] 일본 온라인 마케팅 팀원 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54015626&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)라이프스타일프로젝트,[LSP] SCM 부문별 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54017288&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷] 물류관리 경력직 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229175&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,알엘에이피(주),화장품 스킨케어 브랜드 로벡틴 상품기획 BM 경력직,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53879276&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)아렌시아,B2B 해외영업,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53996891&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷] 화장품 인허가(RA),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229163&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷] 틱톡샵 북미 마케터 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230883&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,위시컴퍼니(주),"[위시컴퍼니] 뷰티 브랜드 해외영업 - 유럽,러시아,AP B2B(경력)",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54256353&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)에이원비앤에이치,[미국 올리브영] 해외 영업 담당자 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53789867&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷/글로벌] 해외영업 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229243&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷/글로벌] 해외영업(동남아) 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229234&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)브이티코스메틱,[VT코스메틱/리들샷] 해외영업(미주유럽),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259628&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)피츠,[뷰티/상품기획] 블랑네이처 상품기획 담당 모집합니다.,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53776642&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,위시컴퍼니(주),[위시컴퍼니] 뷰티 브랜드 영업 및 수출지원 (경력무관),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143829&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)지엘리코퍼레이션,[경력] 가쉬 글로벌파트 담당자,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206059&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,위시컴퍼니(주),[위시컴퍼니] 뷰티 브랜드 글로벌 해외영업 (경력),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54044768&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)라이프스타일프로젝트,[LSP] 뷰티/건기식 상품기획 및 제조담당(R&D) 모집,handok-hr@handok.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54104574&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)바이잇,[Luvum] 글로벌 뷰티 브랜드사 글로벌B2B 경력직 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214685&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)코스알엑스,[(주)코스알엑스] 일본 온라인 MD (경력),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54174372&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)더엑시스,웰니스 브랜드 매니저 채용 (인플루언서 관리 / 물류 / 제품개발,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54187951&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)제로투세븐,"(주)제로투세븐 궁중비책 해외영업(B2B,B2C) 경력직 모집",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54203974&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)에이원비앤에이치,드럭스토어 채널 상품관리·운영 MD / 내근 / 정규직 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53991345&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)피츠,[뷰티/국내 영업] 블랑네이처 영업 담당 모집 중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118016&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,파워에이치알,[ 중견기업 ] 화장품 브랜드매니저(BM),green@powerhr.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273301&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)부스트랩,[라비킷/에르고바디] 웹디자이너 (경력 3년 이상),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53964779&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)매그니프,[화장품] 메이크프렘 일본 이커머스 MD 채용,sally@prohanzkorea.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53998326&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)매그니프,[화장품] 메이크프렘 글로벌 영업 팀장 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53820474&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
사람인,(주)부스트랩,[부스트랩] 뷰티 상품기획자(비건이펙트/루아페/베라펙트),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160982&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)매그니프,[화장품] 메이크프렘 일본 이커머스 MD 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53998326&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)매그니프,[화장품] 메이크프렘 글로벌 영업 팀장 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53820474&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,글로벌 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54119095&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,북미 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118998&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)지니어스,[인하우스/라이징스킨케어브랜드] 해외 B2C 영업·이커머스 총괄,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54135232&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)HR컨설팅그룹,"[대형 뷰티 브랜드] 중국영업- 총판, 면세 (9년 이상~)",job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130205&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,㈜벤처피플,국내 화장품 브랜드 해외영업,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54261277&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)씨티케이이비전글로벌네트웍스,(주)씨티케이이비전글로벌네트웍스 - 글로벌커머스(GC),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059586&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)HR컨설팅그룹,[대형 뷰티 브랜드] 해외영업 동남아 파트장 (8년 이상~),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130196&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)HR컨설팅그룹,[대형 뷰티 브랜드] 상품기획 (과장급),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130220&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)탑앤스카우트,[서울/화장품 브랜드] 일본 온·오프라인 영업,sylee@topnscout.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54142927&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)조인스에이치알코리아,화장품 브랜드 일본EC MD 경력 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54177996&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,코리아써치,글로벌 뷰티 감도를 제품으로 바꾸는 상품기획,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54261285&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)라이프스타일프로젝트,[LSP] 인사총무팀 부문별 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53781644&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,컨티뉴엄파트너스(주),해외사업팀 경력직 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54054409&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,주식회사 청담글로벌,[코스닥상장사](주)청담글로벌 26년도 수시채용(신입/경력),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53792895&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)라이프스타일프로젝트,[LSP] IT개발팀 부문별 담당자 모집,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54132432&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)피츠,[뷰티/재무회계] 블랑네이처 재무회계 모집 중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230963&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,해외영업·수출관리,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54217824&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,국내 콘텐츠 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260080&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)와이어트,물류 팀장,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214424&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)라이프스타일프로젝트,[LSP] 화장품 품질관리 담당자(QC/QA) 모집,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53776377&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)라이프스타일프로젝트,[LSP] 디자이너 부문별 모집 (패키지 · 웹),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53854518&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)퍼셀,[PURCELL] 경영지원 담당자,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54054447&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)와이어트,해외 물류 운영 담당자,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54180414&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)피츠,[뷰티 / 디자이너] 블랑네이처 디자이너 모집 중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230975&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)더엑시스,웰니스/뷰티 브랜드 콘텐츠 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54188017&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,국내 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260042&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)버디네트웍스,[듀이셀 화장품] 해외영업본부 발주&수출 Manager,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54078070&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)올리브인터내셔널,[밀크터치] 글로벌 SNS 콘텐츠 마케팅 인턴 (채용연계형),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53750979&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,주식회사 서울글로벌마케팅,"중국 공장 핸들링, 소싱, 생산관리, 무역 행정 담당자 채용",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54084847&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)셀로라,[뷰티 브랜드] 콘텐츠 마케터 채용 (신입 가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161538&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)케이타운포유,[Ktown4u] 일본 이커머스 마케팅 매니저 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143650&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)이즈앤트리,인플루언서 마케터(인턴) 주35시간 재택(국내or일본),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53930860&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)리브,[서울][경력][해외 이커머스] 해외 물류 운영,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54150936&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)부스터스,일본 채널 Lead,hr@boosters.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54265960&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,모아씨앤씨(주),[모아씨앤씨] AI사업부 팀원 AI Agent Engineer 채용,hyeyeon.jeong@enerzai.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54110430&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)백그라운드,[코스닥 상장 중견기업] 해외 B2B 영업,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54265855&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)라이프스타일프로젝트,[LSP] 글로벌 뷰티 및 약국 브랜드 마케팅팀 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53781638&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
사람인,(주)아렌시아,글로벌 콘텐츠 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54119035&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)바이트랩,[글로벌] 일본 릴리이브 SNS 마케터(체험형 인턴),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270046&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
