출처,회사명,직무,이메일,URL
사람인,(주)메디테라피,[메디테라피] 퍼포먼스마케팅 Staff (6개월 계약직),jeonghun.choi@sinjimoru.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192966&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a
사람인,(주)라이프스타일프로젝트,[LSP] 뷰티/건기식 상품기획 및 제조담당(R&D) 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54104574&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)라온글로벌,[레이비] 뷰티 브랜드 AMD (경력) 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268845&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)셀로라,[셀로라바이] 영상 콘텐츠마케터 채용 (신입 가능),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160350&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)달바글로벌,달바글로벌[d'Alba Global] 품질(QC) 경력자 채용,recruit@riman.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54224710&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)케이팝피버,주식회사 케이팝피버 오픈마켓운영 큐텐 일본,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270409&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)더엑시스,웰니스 브랜드 매니저 채용 (인플루언서 관리 / 물류 / 제품개발,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54187951&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)부스트랩,[라비킷/에르고바디] 웹디자이너 (경력 3년 이상),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53964779&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)와이어트,물류 팀장,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214424&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)위미에르,[광명] [뷰티 화장품 기업] 국내.외 MD를 모집합니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54266336&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)게비센,"이미용, 뷰티 마케터 (경력 및 신입)",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118696&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)프렉탈,안티에이징 라이프스타일 브랜드 fractal 일본팀 담당,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54063535&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,리애드코퍼레이션(주),뷰티 브랜드 해외 온라인 채널 운영 및 수출기획,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54237955&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)제이숲,[제이숲] 글로벌 채널 실무 리더 (경력),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54248976&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)라온글로벌,[레이비/카인드스텝] 뷰티 브랜드 상품기획(BM) 팀장 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54280617&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)더파운더즈,온라인 경험(웹) 디자인,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54147919&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)크리엠,[K-뷰티/스타트업/소비재] CS/경영지원 경력/신입 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54248573&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,케이프(주),[H&B] AMD / 채널관리 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54226676&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)에이든랩,"재무회계, 전략기획, IR (브랜드, 글로벌, 커머스, 전략, 투자",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54167520&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)디에스네이처,[커머스 MD 채용] 건강식품 브랜드 달심,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54037655&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)메디테라피,[메디테라피] 글로벌 퍼포먼스마케팅 Staff (6개월 계약직),jeonghun.choi@sinjimoru.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192990&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)글루가,[ohora] JP 퍼포먼스 마케터,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54124391&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)프로써치코리아,화장품 일본 온라인 마케팅 (큐텐 MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54167578&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)루씨드,[뷰티/온라인] MD/마케팅 보조 파트타이머,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54266411&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)포앰,국내외 온라인 쇼핑 AMD[부서장],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54267246&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)라이프스타일프로젝트,[LSP] 디자이너 부문별 모집 (패키지 · 웹),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53854518&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)피츠,[뷰티 / 디자이너] 블랑네이처 디자이너 모집 중,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230975&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)셀로라,[셀로라바이] 영상 콘텐츠PD 채용 (신입 가능),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160366&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)콘스탄트,[리필드] 글로벌 물류 매니저,Yeji.Lim@hilti.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54155982&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)오유인터내셔널,[오유인터내셔널] 화장품 / 뷰티 브랜드 디자인팀(웹) 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54247694&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)라이프스타일프로젝트,[LSP] SCM 부문별 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54017288&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,랩앤피플(주),일본 이커머스 채널 운영 경력자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54146859&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)디에스네이처,"웰니스 식품 브랜드 [달심], 커머스 MD 채용",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54037653&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)디와이글로벌코리아,[디와이글로벌코리아] 온라인 해외플랫폼 경력직 MD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54280578&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,제이씨코리아(주),"[뷰티] 화장품, 코스메틱 마케터 모집 (과~차장급)",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272225&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)마리벨로,㈜마리벨로 뷰티&라이프스타일 브랜드 'BeBreeze' 온오프라인MD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54242900&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,1950(주),[1950] 브랜드 마케터 채용 (경력),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54246083&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,프론티어식품(주),일본 온라인 사업 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53866983&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,김화사,[위글랜] 일본 마케팅 (채용연계형 인턴) 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54177317&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)메디테라피,[메디테라피] 브랜드마케터 Staff (1년 계약직),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54193003&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)포앰,국내외 온라인 쇼핑 AMD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54267438&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
사람인,(주)인유어하트,인유어하트 화장품 브랜드 일본 시장 담당자,jisoo.kim@ajnet.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54237727&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,제이씨코리아(주),"[뷰티] 화장품, 코스메틱 BM 모집 (대리~과장급 1, 과~차장급 1)",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272244&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,모아씨앤씨(주),[모아씨앤씨] 강남역 콘텐츠디렉터 레이어팀 팀원 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54281424&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)프롬바이오,(주)프롬바이오 코스메틱 커머스3팀 해외영업 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53984587&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)더퓨어랩,[더퓨어랩] 닥터엘시아/디어에이 자금관리 경력 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161369&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)피츠,[뷰티/재무회계] 블랑네이처 재무회계 모집 중,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230963&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)원메디코,[(주)원텍관계사-판교] 해외영업 팀장급 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54173057&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,리베미코퍼레이션,[뷰티 스타트업] 커머스 MD 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53796550&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)데이바이미,[4년차 이상] 이커머스 다이어트 식품 브랜드 '잇더핏' MD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54102290&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)잡플러스코리아,K-뷰티의 글로벌 비즈니스 리더 채용[아마존/아시아/일본],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259049&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,보보스링크(주),전자가전제품 일본사업팀 온라인 MD 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54271412&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,프로페셔날핸즈인핸즈코리아(주),"[유명화장품] 일본 MD(라쿠텐,틱톡샵)(1-7년)",sally@prohanzkorea.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234171&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)지놈앤컴퍼니,[유이크(UIQ)] 화장품 품질관리(QC/QA/RA) 채용,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54102104&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,휴머레인컨설팅,[뷰티중견기업] 일본 플랫폼 MD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268824&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)코어피플,[중견기업] 국내 화장품 브랜드 일본 온라인 MD 경력 3년이상,ckh@corepeople.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234920&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)와이유코스메틱,(주)와이유코스메틱 브랜드 운영 및 협력사 커뮤니케이션 담당,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272749&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)루씨드,[뷰티/온라인] SCM 파트타이머,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54266602&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)더퓨어랩,[더퓨어랩] 닥터엘시아/디어에이 인허가(RA)신입/경력 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54178419&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,휴머레인컨설팅,긴급) 일본 이커머스MD - 메이크업 브랜드사 - 최우대,jamie@humarain.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234771&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)피비엠,(주)피비엠 글로벌/퍼포먼스/인플루언서 마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54106345&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)라이프스타일프로젝트,[LSP] IT개발팀 부문별 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54132432&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)위스탠딩,[위스탠딩] 프로젝트매니저 채용공고 / 신입,ceo@westanding.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54245421&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)라이프스타일프로젝트,[LSP] 화장품 품질관리 담당자(QC/QA) 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53776377&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,주식회사 케이팝머치,(주) 케이팝머치 글로벌마켓 아마존 MD 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54278792&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)메타써치,[ 일본MD ],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259880&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)마이더스에이치알,[유명 코스메틱 기업] 일본 온라인 마케팅 (Qoo10) 팀원급 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54212488&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,프로페셔날핸즈인핸즈코리아(주),"[화장품(대기업)] 일본EC팀장(큐텐,아마존)(8년~)",sally@prohanzkorea.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130284&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,동대문여성인력개발센터,[서울시 지원 국비무료] AI 활용 이커머스 실전 취/창업 교육생 모집,d-2020@hanmail.net,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54080216&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)사람인에이치에스,[마곡/정규직] 침구류/리빙 해외MD(일본) 정규직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53808566&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)베로스컨설팅그룹,해외 이커머스 채널 운영 [중견기업],job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54211347&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,씨앤지(주),[다노클리닉] 온라인 이커머스 운영·마케팅 담당 MD 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54017379&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)핀치하우스,[온슬로] 웹디자이너 (경력),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206229&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,보보스링크(주),전자가전제품 일본사업팀 팀장 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54271534&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,커리어셀파,헬스뷰티 일본사업팀 온라인 MD,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200099&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)라이프스타일프로젝트,[LSP] 인사총무팀 부문별 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53781644&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)베니스에프앤비,"[광명] 온라인MD 팀원 및 파트장 (국내, 글로벌) 모집",,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54016922&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)백그라운드,:[유아용품/생활용품 분야 강소기업] 해외 B2B 영업,jh_jang@baekground.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54277516&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)사람인에이치에스,[정규직/유명식료품제조업] 일본사업팀(브랜드전략수립) 팀장급,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53919121&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)크리에이티브제트,[밀잇] 이커머스 바이럴 광고 영상 컨텐츠 PD 채용 (경력),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54080843&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)에이치알원컨설팅,일본 온라인 MD 담당자-국내 이너뷰티 급 성장기업,tellme@hr1.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54281207&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
사람인,(주)조인스에이치알코리아,화장품 브랜드 일본EC MD 경력 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54177996&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
사람인,휴머레인컨설팅,긴급) 해외마케팅 (일본 담당) - 글로벌 뷰티사 (급성장중),jamie@humarain.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234762&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
사람인,커리어셀파,고성장 헬스뷰티 일본사업팀 팀장급,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200170&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
사람인,(주)포러스,화장품 쇼핑몰 업체에서 CS 모집합니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54087149&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
사람인,(주)인코리아 프로페셔널(In Korea Professional),[코스닥 상장사] 홈케어 글로벌마케터 과/차장급,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54159001&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
