레벨,회사명,연락처,이메일,채널목록,URL
B,(주)올리브인터내셔널,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53750979&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53772784&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53833780&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d"
B,(주)와우바이오텍,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54056328&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54060406&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16"
B,(주)와이어트,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54180414&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214424&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)우주텍,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53986494&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)이즈앤트리,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53830073&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53905374&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53930860&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54092495&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54174229&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54189167&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f"
B,(주)인코리아 프로페셔널(In Korea Professional),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243567&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,(주)제로투세븐,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54203974&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)제이펀,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54134246&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)조인스에이치알코리아,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54177996&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)지니어스,,job@thefounders.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54135232&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)지엘리코퍼레이션,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53850885&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53850948&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206059&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,(주)케이타운포유,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143566&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143650&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)케이팝피버,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270409&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)코스알엑스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54174372&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)코어피플,,ckh@corepeople.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234920&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)크레이버코퍼레이션,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53789771&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,(주)큰삼촌컴퍼니,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54093143&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)키네틱하우스,,hr@riskybeauty.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53964906&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)킥더허들,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54080438&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,(주)탑앤스카우트,,sylee@topnscout.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54142927&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)투데이헬스케어,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54219295&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)팜스빌,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54024900&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)퍼셀,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54054447&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)페르니코리아,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54247780&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)편한가,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54085370&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)프로써치코리아,,hr@pointnextion.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54167578&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)피츠,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53738842&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53776642&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53917725&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934954&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54063142&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118016&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230963&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230975&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)한터글로벌,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54132162&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)허밍아비스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54258294&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,"A Peak CO.,LTD.",+82-010-5147-7147,sales@apeak.kr,큐텐,https://www.qoo10.jp/g/1152820964
B,"ABSORBLAB CO.,LTD.",+82-070-4779-8060,global@celimax.co.kr,큐텐,https://www.qoo10.jp/g/1106927169
B,"AIDEN LAB CO.,LTD.",+82-010-8621-5113,cr_japan@glow-u.com,큐텐,https://www.qoo10.jp/g/1169648809
B,ALL ROUNDER,+82-010-2657-9802,hi307806@naver.com,큐텐,https://www.qoo10.jp/g/1172755111
B,ALife,+82-010-7123-2322,a-life@naver.com,큐텐,https://www.qoo10.jp/g/1184609554
B,"AMELI GLOBAL CO.,LTD.",+82-010-2417-7089,cs-global@ameli.co.kr,큐텐,https://www.qoo10.jp/g/1176644165
B,AMOREPACIFIC,+82-010-5334-6967,,큐텐,https://www.qoo10.jp/g/771837150
B,"AMUSE CO.,LTD.",+82-010-7259-7013,support.jp@amusemakeup.com,큐텐,https://www.qoo10.jp/g/1177315756
B,AO STORE,+82-010-2135-2023,aostore7@naver.com,큐텐,https://www.qoo10.jp/g/1194677916
B,ARINNA COSMETIC,+82-010-8189-1928,,큐텐,https://www.qoo10.jp/g/1177445397
B,"AWESOMEWORLD CO.,LTD.",+82-010-6411-9372,,큐텐,https://www.qoo10.jp/g/1136713309
B,Adapt Inc.,+82-010-4827-3490,adapt_japan1@adaptkorea.com,큐텐,https://www.qoo10.jp/g/1106118595
B,"Aekyung Ind. Co.,Ltd.",+82-010-5845-9540,nanhye.park@aekyung.kr,큐텐,https://www.qoo10.jp/g/1059933895
B,Aiwon international,+82-070-7122-0011,qneeupmaster@gmail.com,큐텐,https://www.qoo10.jp/g/1076908997
B,All style,+82-010-8688-0748,victoriamine@naver.com,큐텐,https://www.qoo10.jp/g/1155327579
B,Anemone Trade,+82-010-4879-2227,,큐텐,https://www.qoo10.jp/g/1193521441
B,"Awesomely CO.,LTD.",+82-010-6407-3035,info@awesomely.co.kr,큐텐,https://www.qoo10.jp/g/1163091561
B,BABY DAY,+82-010-4346-5011,hawmama19@gmail.com,큐텐,https://www.qoo10.jp/g/1195392591
B,BANANA CORPORATION,+82-010-7538-3076,sora3554@bananabd.com,큐텐,https://www.qoo10.jp/g/1177171862
B,BANANAKOREA,+82-010-7571-5868,bananakorea@yahoo.com,큐텐,https://www.qoo10.jp/g/1177349820
B,"BBIA CO., LTD.",+82-070-5129-8015,,큐텐,https://www.qoo10.jp/g/969298280
B,"BEAUTY SELECTION CO.,LTD.",+82-010-2922-8608,global_jp@beautyselection.co.kr,큐텐,https://www.qoo10.jp/g/1189066896
B,BIBIANG HOLDINGS,+82-010-7100-8332,bibiang.official.japan@gmail.com,큐텐,https://www.qoo10.jp/g/1136107970
B,BIOLAB CORP.,+82-02-2043-0740,applybiolab@gmail.com,큐텐,https://www.qoo10.jp/g/1050348058
B,"BITELAB CO.,LTD.",+82-010-2868-8615,global_japan@bitelab.co.kr,큐텐,https://www.qoo10.jp/g/1093984835
B,BLENDED CO.LTD.,+82-010-7754-1804,oiad.jp@blended.co.kr,큐텐,https://www.qoo10.jp/g/1105985543
B,"BOOSTLAB CO.,LTD.",+82-010-6383-3610,ergobody_official@boostlab.kr,큐텐,https://www.qoo10.jp/g/1183015304
B,"BPBIO CO.,LTD.",+82-010-3146-2489,,큐텐,https://www.qoo10.jp/g/1191892010
B,Baekstyle,+82-010-2392-2735,,큐텐,https://www.qoo10.jp/g/1041788442
B,Boylston,+82-010-5355-1016,daegeunk@gmail.com,큐텐,https://www.qoo10.jp/g/1142006283
B,"CELORA CO.,LTD.",+82-010-9021-8433,,큐텐,https://www.qoo10.jp/g/1080919051
B,"CHEONGAHN ORGANICS CO.,LTD.",+82-02-2055-0332,slimplanet_jp@theslimplanet.com,큐텐,https://www.qoo10.jp/g/612993144
B,CHONGKUNDANG HEALTHCARE CORP,+82-010-2752-8176,minjungk@ckdhc.com,큐텐,https://www.qoo10.jp/g/1114885174
B,CHUNGHAE BOEKI,+82-010-8944-2978,,큐텐,https://www.qoo10.jp/g/1078491655
B,CMS LAB INC.,+82-010-4940-1210,cellfusionc_jp@wonik.com,큐텐,https://www.qoo10.jp/g/1182212684
B,"CONTINUUM PARTNERS CO., LTD.",+82-010-4327-8863,continuumpeoversea@gmail.com,큐텐,https://www.qoo10.jp/g/1095780963
B,COSRX inc.,+82-02-6357-8093,japancs@cosrx.co.kr,큐텐,https://www.qoo10.jp/g/1108298022
B,"CREATIVE Z CO.,LTD",+82-070-5057-5800,global@creative-z.kr,큐텐,https://www.qoo10.jp/g/1155731413
B,"CUSTICS CO.,LTD.",+82-010-9191-6367,cs@custics.net,큐텐,https://www.qoo10.jp/g/1167160880
B,Corporation PMJ International,+82-010-7443-2855,pmj99777@naver.com,큐텐,https://www.qoo10.jp/g/870271443
B,Cosmills,+82-010-8983-2160,sjchoi0216@naver.com,큐텐,https://www.qoo10.jp/g/1131065530
B,Craver corporation,+82-010-7519-9968,tf-jp@cravercorp.com,큐텐,https://www.qoo10.jp/g/1195329131
B,D Lounge,+82-010-2171-2408,dodreamdoo@gmail.com,큐텐,https://www.qoo10.jp/g/1179716113
B,DAUL,+82-010-3467-4882,urealcloud@gmail.com,큐텐,https://www.qoo10.jp/g/901816463
B,DAYGY S AND C INC.,+82-010-6704-9067,,큐텐,https://www.qoo10.jp/g/1171268915
B,DIONY SHOP,+82-010-4402-6869,dionysia0515@gmail.com,큐텐,https://www.qoo10.jp/g/1189855300
B,DJ KOREA,+82-010-8645-6003,,큐텐,https://www.qoo10.jp/g/1191642828
B,"DWC, Inc.",+82-070-5157-6662,dwcinc82@gmail.com,큐텐,https://www.qoo10.jp/g/1151206515
B,DY,+82-010-8301-2260,,큐텐,https://www.qoo10.jp/g/1167962994
B,Daisyyoung,+82-010-9631-2211,skinqoo@daum.net,큐텐,https://www.qoo10.jp/g/1187357819
B,Donggurami,+82-010-3996-6662,dgrmimi@gmail.com,큐텐,https://www.qoo10.jp/g/1020850575
B,"Dongkook Pharmaceutical Co., Ltd.",+82-010-7713-7816,centellian24jp@gmail.com,큐텐,https://www.qoo10.jp/g/1089634119
B,Dot,+82-010-6341-9516,,큐텐,https://www.qoo10.jp/g/1194616244
B,ELLY COMPANY,+82-010-3619-0392,ellycompany.office@gmail.com,큐텐,https://www.qoo10.jp/g/1049180746
B,ENCLU Inc.,"+82-010-9567-3028, +82-031-706-2840","cs@enclu.co.kr, md@enclu.co.kr",큐텐,"https://www.qoo10.jp/g/1081362886, https://www.qoo10.jp/g/1088902869"
B,"ESTHERFORMULA CO.,LTD",+82-010-3720-4203,,큐텐,https://www.qoo10.jp/g/1046307982
B,EYE2IN,+82-010-9022-5622,eye2in_cs@eye2in.kr,큐텐,https://www.qoo10.jp/g/629749462
B,Eco on,+82-010-5929-7651,fbworhkd7651@hanmail.net,큐텐,https://www.qoo10.jp/g/1134784188
B,"Egnis CO.,LTD.",+82-010-8140-6116,kwonho.sung@egnis.kr,큐텐,https://www.qoo10.jp/g/1170238888
B,"Eight Point One Co., Ltd",+82-010-2046-1986,coo@epo.kr,큐텐,https://www.qoo10.jp/g/1142477298
B,EvoGlobalKorea LLC,+82-010-8064-3648,,큐텐,https://www.qoo10.jp/g/1194122965
B,"F&CO Co.,Ltd.",+82-02-3470-6562,banilacojp@fnfcorp.com,큐텐,https://www.qoo10.jp/g/1013444658
B,"FITZ CO.,LTD.",+82-010-2195-0057,blanc_jp@blancnature.co.kr,큐텐,https://www.qoo10.jp/g/588848595
B,FNL corp,+82-010-7680-1408,jp@fnlcorp.kr,큐텐,https://www.qoo10.jp/g/1067949463
B,Fourneeds,+82-010-7668-8234,nomadwooneeds@gmail.com,큐텐,https://www.qoo10.jp/g/1149523840
B,From Korean,+82-02-1577-1577,bj.jun81@gmail.com,큐텐,https://www.qoo10.jp/g/954746225
B,GBHT,+82-010-5190-4547,,큐텐,https://www.qoo10.jp/g/1111424626
B,GENOME AND COMPANY INC.,+82-010-8726-9252,,큐텐,https://www.qoo10.jp/g/1118874328
B,"GOTECH CO.,LTD.",+82-010-9434-9519,ziotac2010@gmail.com,큐텐,https://www.qoo10.jp/g/1176673212
B,"GOWOONSESANG COSMETICS CO., LTD",+82-010-7153-4423,japanesebusiness@gwss.co.kr,큐텐,https://www.qoo10.jp/g/986130001
B,"GRACECLUB CO.,LTD.",+82-02-2082-1232,gc_jp@graceclub.com,큐텐,https://www.qoo10.jp/g/880124273
B,GRIT IN PEACE INC.,+82-010-7554-4443,,큐텐,https://www.qoo10.jp/g/1113897089
B,Genie,+82-010-3351-0619,,큐텐,https://www.qoo10.jp/g/1184163822
B,Gown,+82-010-8541-9876,ownyourswing@naver.com,큐텐,https://www.qoo10.jp/g/1113506418
B,H:OUR,+82-010-9818-8017,hourh_our@naver.com,큐텐,https://www.qoo10.jp/g/1195334154
B,HANSOLMEDITEC,+82-054-475-9355,hansol9524@gmail.com,큐텐,https://www.qoo10.jp/g/876524416
B,HI:D,+82-010-5598-5794,fnsk5794@gmail.com,큐텐,https://www.qoo10.jp/g/1101164772
B,"HLCC Co., Ltd.",+82-010-6245-0797,basttoni22@gmail.com,큐텐,https://www.qoo10.jp/g/1116841204
B,"IANFNC CO.,LTD.",+82-070-4062-2224,ianfnc.korea@gmail.com,큐텐,https://www.qoo10.jp/g/1084533066
B,"IFAMILYSC CO.,LTD.",+82-010-8172-0426,jungmirae@romand.co.kr,큐텐,https://www.qoo10.jp/g/1076143786
B,IKONIKO,+82-010-9043-5450,ikoniko@naver.com,큐텐,https://www.qoo10.jp/g/1104915287
B,"INA HEALTH CARE CO.,LTD.","+82-010-5726-0067, +82-070-8744-5678",cs@inamedi.com,큐텐,"https://www.qoo10.jp/g/1138490298, https://www.qoo10.jp/g/1193726242"
B,INICO TRADE CO.,+82-010-8421-1312,shop@nikkoriotte.com,큐텐,https://www.qoo10.jp/g/925706386
B,"INNOVINEKOREA CO.,LTD.",+82-010-8500-7217,innovinekorea@naver.com,큐텐,https://www.qoo10.jp/g/1060736853
B,"JAYEONIN CO.,LTD.",+82-02-6917-7376,isoiglobalteam@gmail.com,큐텐,https://www.qoo10.jp/g/1126118877
B,JD GLOBAL,+82-070-8064-2034,yunsang_chun@daum.net,큐텐,https://www.qoo10.jp/g/1015158378
B,JJappy shop,+82-010-9115-2652,jjappyshop@gmail.com,큐텐,https://www.qoo10.jp/g/1141729251
B,JONGZZANG,+82-010-3596-6944,,큐텐,https://www.qoo10.jp/g/1166366180
B,JUHA,+82-010-7136-2006,alven170509@gmail.com,큐텐,https://www.qoo10.jp/g/1121877932
B,"JUNGSAEMMOOL Beauty Co.,Ltd.",+82-070-7606-4551,,큐텐,https://www.qoo10.jp/g/1174516091
B,JURI,+82-010-2722-4744,charles76017883@yahoo.co.jp,큐텐,https://www.qoo10.jp/g/1193045489
B,"JY Global CO.,LTD.",+82-010-4455-5774,,큐텐,https://www.qoo10.jp/g/1185012322
B,KICK THE HURDLE,+82-070-8664-0699,kthd.global@kthd.co.kr,큐텐,https://www.qoo10.jp/g/949826865
B,KJGLOBAL,+82-010-9736-2060,,큐텐,https://www.qoo10.jp/g/1134869211
B,KOMETA,+82-010-8770-6010,easygetk@gmail.com,큐텐,https://www.qoo10.jp/g/1149452694
B,KONNEKT,+82-010-8038-3243,,큐텐,https://www.qoo10.jp/g/1174270210
B,"KOREA EUNDAN HEALTHCARE CO.,LTD.",+82-010-6317-1881,ju.oh@eundan.co.kr,큐텐,https://www.qoo10.jp/g/1175171091
B,KOREANSELLER312,+82-010-7659-0159,joshuageneration227@gmail.com,큐텐,https://www.qoo10.jp/g/1174395652
B,"KP MALL CO.,LTD.",+82-010-9113-7494,kjpkorea@naver.com,큐텐,https://www.qoo10.jp/g/1003881426
B,KS global networks,+82-010-6741-7802,seakgs@naver.com,큐텐,https://www.qoo10.jp/g/1187657622
B,KYO,+82-010-4684-0645,dongilpark1001@gmail.com,큐텐,https://www.qoo10.jp/g/1122865375
B,"L&P Cosmetic Co., Ltd.",+82-070-4165-2903,mediheal_jp_cs@medihealcos.com,큐텐,https://www.qoo10.jp/g/1132765231
B,LAB&COMPANY INC.,+82-070-5066-3282,,큐텐,https://www.qoo10.jp/g/1091783532
B,LAKA COSMETICS INC.,+82-15-88-8143,,큐텐,https://www.qoo10.jp/g/1175033592
B,LEE YESEO,+82-010-2714-0406,,큐텐,https://www.qoo10.jp/g/1150607622
B,LG HOUSEHOLD,+82-070-4914-0220,lghousehold.jp@gmail.com,큐텐,https://www.qoo10.jp/g/1049290875
B,LSKP,+82-010-9717-2258,,큐텐,https://www.qoo10.jp/g/1095026194
B,"LSP CO.,LTD.",+82-010-9053-7897,global@lspworld.com,큐텐,https://www.qoo10.jp/g/869317232
B,"MANYO FACTORY CO.,LTD.",+82-2-6013-0855,manyofactory_cs@manyo.co.kr,큐텐,https://www.qoo10.jp/g/702910431
B,METTRE GROUP INC.,+82-010-7211-0360,cs.mongdiesjp@360per.com,큐텐,https://www.qoo10.jp/g/1065344476
B,MINDEULRESAJA,+82-010-3557-5793,dandelion_lion@naver.com,큐텐,https://www.qoo10.jp/g/1135070651
B,MIRAVIEW,+82-010-3818-1027,manggu7078@gmail.com,큐텐,https://www.qoo10.jp/g/1057270482
B,"MUDEMATE CO.,LTD.",+82-070-8832-4046,cs_japan@mude.co.kr,큐텐,https://www.qoo10.jp/g/1112596103
B,NAMU,+82-010-6785-3245,zzxx3245@naver.com,큐텐,https://www.qoo10.jp/g/1143077642
B,"NATUREGARDEN CO.,LTD",+82-02-1522-8658,kukijh54@ngarden.co.kr,큐텐,https://www.qoo10.jp/g/897484325
B,"NDY CO.,LTD.",+82-010-8863-8748,nadoya09@naver.com,큐텐,https://www.qoo10.jp/g/1052178454
B,"NewSelect CO.,LTD.",+82-010-3478-2822,,큐텐,https://www.qoo10.jp/g/1156722642
B,ODOCANI,+82-010-8652-7305,,큐텐,https://www.qoo10.jp/g/1143709617
B,OLIVE INTERNATIONAL INC.,"+82-010-2875-7360, +82-010-8356-4338",milktouchjp@oliveinter.com,큐텐,"https://www.qoo10.jp/g/1136169098, https://www.qoo10.jp/g/1180170833"
B,"ONEMONTHS COMPANY CO.,LTD.",+82-010-3973-1305,,큐텐,https://www.qoo10.jp/g/1191176999
B,ONNU GLOBAL,+82-010-2429-1361,,큐텐,https://www.qoo10.jp/g/1193958359
B,"OU INTERNATIONAL CO.,LTD.",+82-02-6952-5753,jp@oukorea.com,큐텐,https://www.qoo10.jp/g/986077328
B,"OURCORPERATION CO.,LTD.",+82-010-5939-0095,,큐텐,https://www.qoo10.jp/g/1189962239
B,"OURCORPORATION CO.,LTD.",+82-010-3308-9752,our@ourcorp.kr,큐텐,https://www.qoo10.jp/g/1189962713
B,"Ocean and Harvest CO.,LTD.",+82-070-7696-8335,,큐텐,https://www.qoo10.jp/g/1171964380
B,Onpick Global,+82-010-4329-3232,tomboy28390@gmail.com,큐텐,https://www.qoo10.jp/g/1158665430
B,Ownist Inc.,+82-010-3756-0017,hello@ownist.kr,큐텐,https://www.qoo10.jp/g/1170127125
B,"PESEUL Co., Ltd.",+82-070-8844-6088,business@peseul.com,큐텐,https://www.qoo10.jp/g/1190186967
B,PLAYBEAUTY,+82-010-4895-4299,pandacosmetics.com@gmail.com,큐텐,https://www.qoo10.jp/g/1082692306
